****************************************
*样品库训练集，神经网络自动分类输出结果*
****************************************
序号   已知样品    验证结果
396	6           6
397	7           7
398	8           8
399	9           9
400	0           0
401	1           1
402	2           2
403	3           3
404	4           4
405	5           3
406	6           6
407	7           7
408	8           8
409	9           9
410	0           0
411	1           2
412	2           2
413	3           3
414	4           4
415	5           3
416	6           7
417	7           7
418	8           8
419	9           9
420	0           0
421	1           1
422	2           2
423	3           1
424	4           4
425	5           5
426	6           6
427	7           7
428	8           8
429	9           9
430	0           1
431	1           1
432	2           2
433	3           3
434	4           4
435	5           5
436	6           6
437	7           7
438	8           8
439	9           9
440	0           0
441	1           1
442	2           2
443	3           3
444	4           4
445	5           5
446	6           6
447	7           7
448	8           8
449	9           9
450	0           0
451	1           2
452	2           2
453	3           3
454	4           4
455	5           5
456	6           6
457	7           7
458	8           8
459	9           9
460	0           0
461	1           1
462	2           2
463	3           3
464	4           4
465	5           5
466	6           6
467	7           7
468	8           8
469	9           9
470	0           1
471	1           1
472	2           2
473	3           3
474	4           4
475	5           5
476	6           6
477	7           7
478	8           8
479	9           9
480	0           1
481	1           1
482	2           2
483	3           3
484	4           4
485	5           3
486	6           6
487	7           7
488	8           8
489	9           9
490	0           8
491	1           1
492	2           2
493	3           3
494	4           4
495	5           5
496	6           6
497	7           7
498	8           8
499	9           9
